"document_id","rfq_date","scope_of_work","closing_date","closing_time","rfq_no","advert","pr_number","pr_date","tender_opened","tac_date","region"
"TD22040568","2022-03-22","PURCHASE OF CABLE 70MMX4C PVC SWA REQUIRED FOR CBD DEPOT REF STF 2751927","2022-03-24","10:00","10226278","adverts/Xerox Scan_24032022143002.PDF","acc404070","2022-04-05","2022-03-24","2022-04-05","harare"
"TD22040634","2022-04-01"," spares for motor Nissan motor vehicle servicing ","2022-04-06","10:00","10224444","adverts/Xerox Scan_06042022155000.PDF","acc466607","2022-04-01","2022-04-06","2022-04-06","harare"
"TD22040669","2022-03-30"," 5 KV INSULATION RESISTANCE TESTER","2022-04-01","10:00","10225083","adverts/Xerox Scan_01042022154647.PDF","acc404087","2022-03-30","2022-04-01","2022-04-06","harare"
"TD22040716","2022-03-25","Heavy Duty Degreaser (5Ltr)","2022-03-30","10:00","10227572","adverts/Xerox Scan_07042022112402.PDF","acc404088","2022-03-25","2022-03-30","2022-04-07","harare"
"TD22040739","2022-03-25"," ELECTRICAL CLEANER (5LTR)","2022-03-30","10:00","10227570","adverts/Xerox Scan_07042022091502.PDF","acc404088","2022-03-25","2022-03-30","2022-04-07","harare"
"TD22040758","2022-04-25"," HEAVY DUTY DEGREASER (5LTR)","2022-04-30","10:00","10227572","adverts/Xerox Scan_07042022090948.PDF","acc404088","2022-04-25","2022-04-30","2022-04-07","harare"
"TD22040762","2022-03-15"," DETEGENTS FOR HARARE REGION","2022-03-17","10:00","10226061","adverts/Xerox Scan_07042022120751.PDF","acc474020","2022-03-15","2022-03-17","2022-04-07","harare"
"TD22040773","2022-04-05"," HP 973x toner catridges for CRO","2022-04-07","10:00","10226698","adverts/Xerox Scan_07042022153345.PDF","acc466605","2022-04-05","2022-04-07","2022-04-07","harare"
"TD22040788","2022-03-25"," HEAVY DUTY DEGREASER (5LTR)","2022-03-30","10:00","10227572","adverts/1649316615Xerox Scan_07042022090948.PDF","acc404088","2022-03-25","2022-03-30","2022-04-07","harare"
"TD22040841","2022-03-22"," 28 FT ALUMINIUM EXTENSION LADDERS","2022-03-24","10:00","10226459","adverts/Xerox Scan_08042022124758.PDF","acc281700","2022-03-22","2022-04-04","2022-04-08","harare"
"TD22040850","2022-03-07"," STATISTICS BOARD FOR GARAGE ","2022-03-11","10:00","10226365","adverts/Xerox Scan_07042022120342.PDF","acc473020","2022-03-07","2022-03-11","2022-04-08","harare"
"TD2204087","2022-03-29"," CISCO 48 PORT SWITCHES FOR WTERFALLS DEPOT ","2022-03-31","10:00","10228208","adverts/Xerox Scan_07042022120616.PDF","acc47570","2022-03-29","2022-03-31","2022-04-08","harare"
"TD22041125","2022-03-30"," STICK LINK 8 SECT EXPOXYRESIN TRIANG XSEC","2022-04-01","10:00","10228002","adverts/Xerox Scan_11042022095945.PDF","acc404087","2022-03-30","2022-04-01","2022-04-11","harare"
"TD22041139","2022-03-29"," LADDER ALUMINIUM EXTENSION 26FT & 38FT STOCK REPLENISHMENT","2022-03-31","10:00","10225889","adverts/Xerox Scan_31032022180557.PDF","acc404086","2022-03-29","2022-03-31","2022-04-11","harare"
"TD22041140","2022-03-30"," STICK LINK 8 SECT EXPOXYRESIN TRIANG XSEC","2022-04-01","10:00","10228002","adverts/1649684122Xerox Scan_11042022095945.PDF","acc404087","2022-03-30","2022-04-01","2022-04-11","harare"
"TD22041146","2022-03-23"," BRUSH CUTTER FOR OPS & MAINT","2022-03-25","10:00","10226463","adverts/Xerox Scan_08042022093344.PDF","acc281700","2022-03-23","2022-03-25","2022-04-11","harare"
"TD22041159","2022-03-07"," STATISTICS BOARD FOR GARAGE ","2022-03-11","10:00","10223543","adverts/1649668099Xerox Scan_07042022120342.PDF","acc473210","2022-03-09","2022-03-11","2022-04-11","harare"
"TD22041160","2022-03-29"," LADDER ALUMINIUM EXTENSION 36FT FOR RUWA DEPOT ","2022-03-31","10:00","10228008","adverts/Xerox Scan_07042022121056.PDF","acc404086","2022-03-29","2022-03-31","2022-04-11","harare"
"TD22041165","2022-03-17"," SIGNAGE FOR WATERFALLS DEPOT","2022-03-23","10:00","10226192","adverts/Xerox Scan_11042022095334.PDF","acc404110","2022-03-17","2022-03-23","2022-04-11","harare"
"TD22041166","2022-03-23"," SUPPLY CLUTCH KIT FOR ISUZU KB240 5TH GENERATION REG NO ACX2591 F/N HR5199","2022-03-25","10:00","10226594","adverts/Xerox Scan_08042022093419.PDF","acc473920","2022-03-23","2022-03-25","2022-04-11","harare"
"TD2204117","2022-03-17"," INSTALLATION OF FIRE ALARM SYSTEM AT WATERFALLS DEPOT ","2022-03-24","10:00","10227201","adverts/Xerox Scan_08042022131737.PDF","acc475005","2022-03-17","2022-03-24","2022-04-11","harare"
"TD22041191","2022-03-29"," LUGS 95MM2 X 16MM FOR STOCK","2022-03-31","10:00","10227790","adverts/Xerox Scan_07042022121439.PDF","acc404088","2022-03-29","2022-03-31","2022-04-11","harare"
"TD22041425","2022-04-05"," PURCHASE OF MITSUBISH L200 HEAD LAMPS AND SHOCK ABSORBERS","2022-04-08","10:00","10226342","adverts/1649932818Xerox Scan_11042022155748.PDF","acc473930","2022-04-14","2022-04-08","2022-04-08","harare"
"TD22041442","2022-04-05"," PURCHASE OF MITSUBISH L200 HEAD LAMPS AND SHOCK ABSORBERS","2022-04-08","10:00","10226342","adverts/Xerox Scan_11042022155748.PDF","acc466607","2022-04-14","2022-04-08","2022-04-14","harare"
"TD22041917","2022-04-12"," SURGICAL MASKS","2022-04-14","10:00","10228702","adverts/Xerox Scan_19042022102631.PDF","acc404087","2022-04-12","2022-04-14","2022-04-19","harare"
"TD22041945","2022-04-05"," PURCHASE OF NISSAN NP 300 SUCTION CONTROL VALVE ","2022-04-08","10:00","10226921","adverts/Xerox Scan_11042022154231.PDF","acc466607","2022-04-05","2022-04-05","2022-04-19","harare"
"TD22041974","2022-04-12"," SURGICAL MASKS","2022-04-14","10:00","10228702","adverts/1650375226Xerox Scan_19042022102631.PDF","acc404087","2022-04-12","2022-04-14","2022-04-19","harare"
"TD22041993","2022-04-12"," SURGICAL MASKS","2022-04-14","10:00","10228702","adverts/1650360901Xerox Scan_19042022102631.PDF","acc404087","2022-04-12","2022-04-14","2022-04-19","harare"
"TD22042020","2022-04-05","PURCHASE OF NISSAN SUCTION CONTROL VALVE","2022-04-08","10:00","10226921","adverts/1650436534Xerox Scan_11042022154231.PDF","acc473930","2022-04-20","2022-04-08","2022-04-20","harare"
"TD22042036","2022-04-05"," PURCHASE OF MITSUBISH L200 STATER BRUSHES","2022-04-08","10:00","10224217","adverts/Xerox Scan_11042022155125.PDF","acc466607","2022-04-20","2022-04-08","2022-04-20","harare"
"TD2204212","2022-04-05"," PURCHASE OF NISSAN NP300 CLUTCH FORK AND NISSAN NP300 FORK SPRING","2022-04-08","10:00","10224530","adverts/1650537857Xerox Scan_21042022111930.PDF","acc466607","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042122","2022-04-05"," PURCHASE OF NISSAN NP300 CLUTCH FORK AND NISSAN NP300 FORK SPRING","2022-04-08","10:00","10224530","adverts/Xerox Scan_21042022111930.PDF","acc466607","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042125","2022-04-05"," PURCHASE OF NISSAN UD FILTERS","2022-04-08","10:00","10226911","adverts/Xerox Scan_11042022160559.PDF","acc473930","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042126","2022-04-12"," SURGICAL MASKS","2022-04-14","10:00","10227570","adverts/1650530890Xerox Scan_19042022102631.PDF","acc404087","2022-04-12","2022-04-14","2022-04-21","harare"
"TD22042136","2022-04-05"," PURCHASE OF MITSUBISH L200 HEAD LAMPS AND SHOCK ABSORBERS","2022-04-08","10:00","10226342","adverts/1650526064Xerox Scan_11042022155748.PDF","acc473930","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042145","2022-04-05"," PURCHASE OF ISUZU 5TH GENERATION (SET OF 4) HT CABLES","2022-04-08","10:00","10226916","adverts/Xerox Scan_21042022111614.PDF","acc466607","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042164","2022-04-05"," PURCHASE OF NISSAN NP300 YD25  STARTER MOTOR","2022-04-08","10:00","10224454","adverts/Xerox Scan_21042022110959.PDF","acc466607","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042168","2022-04-05"," PURCHASE OF NISSAN NP300 YD25  STARTER MOTOR","2022-04-08","10:00","10224454","adverts/1650535087Xerox Scan_21042022110959.PDF","acc466607","2022-04-21","2022-04-08","2022-04-21","harare"
"TD22042184","2022-04-13"," URGENTLY REQUIRED FOR NYAMADZAWO VILLAGE S/S","2022-04-14","10:00","10228979","adverts/Xerox Scan_21042022112532.PDF","acc404088","2022-04-21","2022-04-14","2022-04-21","harare"
"TD22042223","2022-04-13"," URGENTLY REQUIRED FOR NYAMADZAWO VILLAGE S/S","2022-04-14","10:00","10228979","adverts/1650612568Xerox Scan_21042022112532.PDF","acc404088","2022-04-03","2022-04-14","2022-04-14","harare"
"TD22042238","2022-03-30"," TONER CARTRIDGE 55A AND 05A","2022-04-01","10:00","10223016","adverts/Xerox Scan_21042022153634.PDF","acc473000","2022-03-30","2022-04-01","2022-04-22","harare"
"TD22042246","2022-04-12"," SURGICAL MASKS","2022-04-14","10:00","10228702","adverts/Xerox Scan_22042022122211.PDF","acc404087","2022-04-12","2022-04-14","2022-04-22","harare"
"TD2204226","2022-04-13"," URGENTLY REQUIRED FOR NYAMADZAWO VILLAGE S/S","2022-04-14","10:00","10228979","adverts/1650619890Xerox Scan_21042022112532.PDF","acc404088","2022-04-13","2022-04-14","2022-04-14","harare"
"TD22042273","2022-04-19"," CURTAINS FOR WATERFALLS DEPOT","2022-04-22","10:00","10227253","adverts/Xerox Scan_22042022151744.PDF","acc404110","2022-04-19","2022-04-22","2022-04-22","harare"
"TD22042547","2022-04-12"," TONER CARTRIDGE HP 210A BLACK, CYAN,YELLOW & MAGENTA","2022-04-14","10:00","10226677","adverts/Xerox Scan_25042022093814.PDF","acc473000","2022-04-12","2022-04-14","2022-04-25","harare"
"TD22042572","2022-04-12"," ISUZU  5TH  GENERATION  TIMING BELT,BRAKE PADS &6TH BRAKE PADS","2022-04-14","10:00","10224448","adverts/Xerox Scan_25042022100354.PDF","acc473930","2022-04-12","2022-04-14","2022-04-25","harare"
"TD22042574","2022-04-12"," TONER CARTRIDGE HP 131A CF 210-213","2022-04-14","10:00","10225125","adverts/Xerox Scan_25042022094316.PDF","acc473000","2022-04-12","2022-04-14","2022-04-25","harare"
"TD22042613","2022-04-08"," NISSAN UD CLUTCH KIT ","2022-04-12","10:00","10226912","adverts/Xerox Scan_25042022135255.PDF","acc466607","2022-04-08","2022-04-12","2022-04-26","harare"
"TD22042616","2022-04-14"," CISCO 4431 & 4331 ROUTERS FOR W-FALLS DEPOT ","2022-04-20","10:00","10228209","adverts/Xerox Scan_25042022133913.PDF","acc473330","2022-04-14","2022-04-20","2022-04-26","harare"
"TD22042626","2022-04-08"," TWO HOIST 4000KGS FOR CHITUNGWIZA GARAGE ","2022-04-14","10:00","10202263","adverts/Xerox Scan_25042022133257.PDF","acc466607","2022-04-08","2022-04-14","2022-04-26","harare"
"TD22042637","2022-04-12"," PURCHASE OF EARTH SETS  FOR OPS & MAINT","2022-04-14","10:00","102264621","adverts/Xerox Scan_26042022083246.PDF","acc281700","2022-04-26","2022-04-14","2022-04-26","harare"
"TD22042646","2022-04-08"," TRANSMISSION OIL & HYDROLIC OIL FOR GARAGE ","2022-04-12","10:00","10224465","adverts/Xerox Scan_25042022132452.PDF","acc466607","2022-04-08","2022-04-12","2022-04-26","harare"
"TD22042649","2022-04-13"," ISUZU KB240 6TH GEN FUEL PUMP","2022-04-20","10:00","10226918","adverts/Xerox Scan_25042022134957.PDF","acc466607","2022-04-13","2022-04-20","2022-04-26","harare"
"TD22042683","2022-04-12"," PURCHASE OF CIRCUIT BREAKER ANALYSER FOR OPS & MAINT","2022-04-14","10:00","10226474","adverts/Xerox Scan_26042022085317.PDF","acc281700","2022-04-26","2022-04-14","2022-04-26","harare"
"TD22042685","2022-04-08"," TYRES FOR STOCK REPLENISHMENT  245/70 R16C","2022-04-12","10:00","10222924","adverts/Xerox Scan_25042022132105.PDF","acc466607","2022-04-08","2022-04-12","2022-04-26","harare"
"TD22042688","2022-03-29"," CRIMPING LUGS 95MM X 16MM FOR STOCK ","2022-03-31","10:00","10227790","adverts/Xerox Scan_25042022144306.PDF","acc404088","2022-03-29","2022-03-31","2022-04-26","harare"
"TD22042690","2022-04-12"," PURCHASE OF TRANSFOMER TTURNS RATIO METER FOR OPS & MAINT","2022-04-14","10:00","10226477","adverts/Xerox Scan_26042022085015.PDF","acc281700","2022-04-26","2022-04-14","2022-04-26","harare"
"TD22042691","2022-04-22"," Purchase of tonner cartiridges for NCC printer: ","2022-04-26","10:00","10229175","adverts/Xerox Scan_26042022105458.PDF","acc404087","2022-04-22","2022-04-26","2022-04-26","harare"
"TD22042692","2022-04-14"," ROUTERS FOR WATERFALLS DEPOT ","2022-04-20","10:00","10228208","adverts/Xerox Scan_25042022132922.PDF","acc473330","2022-04-14","2022-04-20","2022-04-26","harare"
"TD2204277","2022-04-14"," CISCO 48 PORT SWITCHES FOR WATERFALLS DEPOT ","2022-04-20","10:00","10228208","adverts/1651051710Xerox Scan_25042022132922.PDF","acc473330","2022-04-14","2022-04-20","2022-04-27","harare"
"TD22042812","2022-04-08","CCTV REPLACEMENTS OF FAULT CAMERAS FOR CHITUNGWIZA DISTRICT OFFICES (MAKONI)","2022-04-14","10:00","10227178","adverts/Xerox Scan_25042022133701.PDF","acc474030","2022-04-08","2022-04-14","2022-04-28","harare"
"TD22042863","2022-04-22"," Purchase of tonner cartiridges for NCC printer: - HPCE411A 305A CYAN - HPCE412A 305A YELLOW - HPCE413A 305A MAGENTA - HPCE410A 305A BLACK","2022-04-26","10:00","10229175","adverts/Xerox Scan_28042022091814.PDF","acc404087","2022-04-22","2022-04-26","2022-04-28","harare"
"TD22050253","2022-04-13"," J-KITS 120-185MM2 11KV XLPE FOR STOCK REPLENISHMENT ","2022-04-20","10:00","10228477","adverts/Xerox Scan_25042022135805.PDF","acc404088","2022-04-13","2022-04-20","2022-05-02","harare"
"TD22050267","2022-04-13"," J-KITS 120-185MM2 11KV PILC FOR STOCK REPLENISHMENT ","2022-04-20","10:00","10228478","adverts/Xerox Scan_25042022140552.PDF","acc404088","2022-04-13","2022-04-20","2022-05-02","harare"
"TD22050313","2022-04-27"," CABLE TRENCHING 20M AT 99 J.CHINAMANO ","2022-04-28","14:00","10229692","adverts/Xerox Scan_03052022113501.PDF","acc404070","2022-05-03","2022-04-28","2022-05-03","harare"
"TD22050325","2022-04-27"," CABLE TRENCHING 40M  S/STATION 902  CBD DEPOT","2022-05-28","14:00","10229551","adverts/Xerox Scan_03052022113216.PDF","acc404088","2022-05-03","2022-04-28","2022-05-03","harare"
"TD22050518","2022-04-22","FUSE CARRIER & FUSE LUCY POLE FOR GLENWOOD CIRCUIT 1 REF STF 276246 RUWA","2022-04-27","10:00","10227888","adverts/Xerox Scan_03052022143844.PDF","acc404088","2022-04-22","2022-04-27","2022-05-05","harare"
"TD22050553","2022-04-22"," LINES MATERIALS REQUIRED FOR GLENWOOD CIRCUIT3 REF STF 2767249 RUWA","2022-04-27","10:00","10227885","adverts/Xerox Scan_03052022142602.PDF","acc404086","2022-04-22","2022-04-27","2022-05-05","harare"
"TD22050576","2022-04-22"," FUSE UNIT EE32A FOR STREET LIGHTING PROJECT REF STF 2779273 W/PARK","2022-04-27","10:00","10229133","adverts/Xerox Scan_03052022165012.PDF","acc403500","2022-04-22","2022-04-27","2022-05-05","harare"
"TD22050582","2022-04-13"," DIGITAL MULTIMETERS ","2022-04-19","10:00","10228096","adverts/Xerox Scan_03052022140200.PDF","acc475600","2022-04-13","2022-04-19","2022-05-05","harare"
"TD2205061","2022-04-25"," stay complete & lugs for borrowdale depot ref stf 2775992","2022-04-28","10:00","10228640","adverts/Xerox Scan_03052022145713.PDF","acc404087","2022-04-25","2022-04-28","2022-05-06","harare"
"TD22050617","2022-04-22"," FUSE CARRIER & FUSE LUCY POLE FOR GLENWOOD CIRCUIT 1 REF STF 276246 RUWA","2022-04-27","10:00","10227888","adverts/1651843739Xerox Scan_03052022143844.PDF","acc404088","2022-04-22","2022-05-27","2022-05-06","harare"
"TD2205062","2022-04-25","LINES MATERULAS REQUIRED FOR B/DALE DEPOT REF STF 2774386","2022-04-28","10:00","10228687","adverts/Xerox Scan_04052022161606.PDF","acc404086","2022-04-25","2022-04-28","2022-05-06","harare"
"TD22050620","2022-04-08"," NISSAN NP300 BRAKE DRUM & SHOES","2022-04-12","10:00","10224532","adverts/Xerox Scan_03052022142050.PDF","acc466607","2022-04-08","2022-04-12","2022-05-06","harare"
"TD22050631","2022-05-25","LINE MATERIALS REQUIRED FOR B/DALE DEPOT REF STF 2775841","2022-04-28","10:00","10228692","adverts/Xerox Scan_04052022104018.PDF","acc404086","2022-04-25","2022-04-28","2022-05-06","harare"
"TD2205064","2022-04-08"," NISSAN NP300 HUB ","2022-04-12","10:00","10226913","adverts/Xerox Scan_03052022141105.PDF","acc473930","2022-04-08","2022-04-12","2022-05-06","harare"
"TD2205066","2022-04-08"," NISSAN NP300 YD25 INJECTORS ","2022-04-12","10:00","10226925","adverts/Xerox Scan_03052022140629.PDF","acc466607","2022-04-08","2022-04-12","2022-05-06","harare"
"TD2205068","2022-04-08"," NISSAN NP300 YD25 INJECTORS ","2022-04-12","10:00","10226925","adverts/1651847799Xerox Scan_03052022140629.PDF","acc466607","2022-04-08","2022-04-12","2022-05-06","harare"
"TD22050917","2022-04-22","LINE MATERIALS  FOR STREET LIGHTING PROJECT REF STF 2779273 W/PARK","2022-04-27","10:00","10229136","adverts/Xerox Scan_09052022100609.PDF","acc404086","2022-04-22","2022-04-27","2022-05-09","harare"
"TD22050924","2022-04-22"," TYRES FOR STOCK REPLENISHMENT  175/70 R 13","2022-04-27","10:00","10228230","adverts/1652089226Xerox Scan_03052022165200.PDF","acc473930","2022-04-22","2022-04-27","2022-05-09","harare"
"TD22050938","2022-04-22","STAY SETS REQUIRED FOR K/DZANA DEPOT REF STF 2731223","2022-04-27","10:00","10224959","adverts/Xerox Scan_04052022105921.PDF","acc404086","2022-04-22","2022-04-27","2022-05-09","harare"
"TD2205094","2022-04-25"," LINES MATERIALS REQUIRED FOR B/DALE DEPOT REF STF 2774386","2022-04-28","10:00","10228687","adverts/1652087901Xerox Scan_09052022101248.PDF","acc404086","2022-04-25","2022-04-28","2022-05-09","harare"
"TD22050946","2022-04-22"," TYRES FOR STOCK REPLENISHMENT  175/70 R 13","2022-04-27","10:00","10228230","adverts/1652089225Xerox Scan_03052022165200.PDF","acc473930","2022-04-22","2022-04-27","2022-05-09","harare"
"TD22050956","2022-04-08"," NISSAN NP300 BRAKE DRUM & SHOES","2022-04-12","10:00","10224532","adverts/1652108779Xerox Scan_09052022164745.PDF","acc473930","2022-04-08","2022-04-12","2022-05-09","harare"
"TD22050964","2022-04-25"," INSUL DISC PORCELAIN REQUIRED FOR B/DALE DEPOT REF STF 2775841","2022-05-28","10:00","10228690","adverts/Xerox Scan_04052022162531.PDF","acc404086","2022-04-25","2022-04-28","2022-05-09","harare"
"TD22050965","2022-04-08"," NISSAN NP300 BRAKE DRUM & SHOES","2022-04-12","10:00","10224532","adverts/Xerox Scan_09052022164745.PDF","acc473930","2022-04-08","2022-04-12","2022-05-09","harare"
"TD22050967","2022-04-25"," LINES MATERIALS REQUIRED FOR B/DALE DEPOT REF STF 2774386","2022-04-28","10:00","10228687","adverts/Xerox Scan_09052022101248.PDF","acc404086","2022-04-25","2022-04-28","2022-05-06","harare"
"TD22050970","2022-04-08"," NISSAN NP300 BRAKE DRUM & SHOES","2022-04-12","10:00","10224532","adverts/1652108780Xerox Scan_09052022164745.PDF","acc473930","2022-04-08","2022-04-12","2022-05-09","harare"
"TD22050976","2022-04-25"," SAFETY BELTS LINESMAN  FOR RUWA DEPOT","2022-04-28","10:00","10225219","adverts/Xerox Scan_04052022163005.PDF","acc404086","2022-04-25","2022-04-28","2022-05-09","harare"
"TD22051111","2022-05-04","STRAP SHACKLE  REQUIRED FOR STOCK REPLENISHMENT","2022-05-06","10:00","10229778","adverts/Xerox Scan_10052022181625.PDF","acc404086","2022-05-04","2022-05-06","2022-05-11","harare"
"TD22051116","2022-05-04","ISUZU KB 240 5TH GENERATION HT CABLES","2022-05-06","10:00","10226919","adverts/Xerox Scan_10052022173552.PDF","acc473930","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051117","2022-05-04"," MITSUBISH L200 COLUMN SWITCH FOR STOCK","2022-05-06","10:00","10227302","adverts/Xerox Scan_10052022174102.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051118","2022-05-04"," BATTERY TERMINALS FOR STOCK","2022-05-06","10:00","10227312","adverts/Xerox Scan_10052022173211.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051121","2022-05-04"," J-KITS 120-185MM2 11KV PILC FOR STOCK REPLENISHMENT ","2022-05-06","10:00","10229777","adverts/Xerox Scan_10052022175827.PDF","acc404088","2022-05-04","2022-05-06","2022-05-11","harare"
"TD22051130","2022-05-04"," SAFETY SHOES FOR HARARE REGION LADIES OPERATIONS STAFF","2022-05-09","10:00","10223613","adverts/Xerox Scan_11052022092153.PDF","acc473650","2022-05-04","2022-05-09","2022-05-11","harare"
"TD22051147","2022-05-04"," ZIMBABWE NATIONAL FLAG","2022-05-09","10:00","10225382","adverts/Xerox Scan_11052022091915.PDF","acc404110","2022-05-04","2022-05-09","2022-05-11","harare"
"TD22051161","2022-05-04"," MITSUBISH L200 HEAD LAMP & SHOCKS","2022-05-06","10:00","10226342","adverts/Xerox Scan_10052022172803.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051165","2022-05-04"," MITSUBISH L200 STARTER BRUSHES SET ","2022-05-06","10:00","10224217","adverts/Xerox Scan_10052022175342.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051166","2022-05-04"," FLASHER UNIT FOR STOCK ","2022-05-06","10:00","10227297","adverts/1652274220Xerox Scan_10052022175033.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051170","2022-05-04"," STRAP SHACKLES REQUIRED FOR STOCK REPLENISHMENT","2022-05-06","10:00","10229778","adverts/1652278836Xerox Scan_10052022181625.PDF","acc404086","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051171","2022-05-04"," CRIMPING LUGS 185mm x 12mm FOR STOCK ","2022-05-06","10:00","10229775","adverts/1652278306Xerox Scan_10052022181006.PDF","acc404088","2022-05-04","2022-05-06","2022-05-06","harare"
"TD22051173","2022-05-04"," FLASHER UNIT FOR STOCK ","2022-05-06","10:00","10227297","adverts/Xerox Scan_10052022175033.PDF","acc473930","2022-05-04","2022-05-06","2022-05-06",
"TD22051184","2022-05-04","NISSAN  ASSY FLASH & BULBS","2022-05-06","10:00","10227296","adverts/Xerox Scan_10052022174507.PDF","acc466607","2022-05-04","2022-05-06","2022-05-06","harare"
"TD2205119","2022-05-04"," LUGS CRIMPING  185MM X16MM FOR STOCK REPLENISHMENT","2022-05-06","10:00","10229776","adverts/Xerox Scan_10052022181324.PDF","acc404088","2022-05-04","2022-05-06","2022-05-11","harare"
"TD22051193","2022-05-04"," CRIMPING LUGS FOR STOCK  185MM X 12MM","2022-05-06","10:00","10229775","adverts/Xerox Scan_10052022181006.PDF","acc404086","2022-05-04","2022-05-06","2022-05-10","harare"
"TD22051198","2022-05-04"," J-KITS 120-185MM2 11KV XLPE FOR STOCK REPLENISHMENT ","2022-05-06","10:00","10229679","adverts/Xerox Scan_10052022180433.PDF","acc404088","2022-05-04","2022-05-06","2022-05-11","harare"
"TD22051220","2022-05-04"," XEROX  VERSALINK C7025 DRUM CARTRIDGE R1-R2","2022-05-09","10:00","10227455","adverts/Xerox Scan_12052022092746.PDF","acc473000","2022-05-04","2022-05-09","2022-05-12","harare"
"TD22051242","2022-05-04"," XEROX  VERSALINK C7025 DRUM CARTRIDGE R1-R2","2022-05-09","10:00","10227455","adverts/1652347784Xerox Scan_12052022092746.PDF","acc473000","2022-05-04","2022-05-09","2022-05-12","harare"
"TD22051288","2022-05-04"," ZIMBABWE NATIONAL FLAG","2022-05-09","10:00","10225382","adverts/Xerox Scan_12052022092011.PDF","acc404110","2022-05-04","2022-05-09","2022-05-12","harare"
"TD22051292","2022-05-04"," ZESA FLAG WITH RAISING AND LOWERING TOGG","2022-05-09","10:00","10225383","adverts/Xerox Scan_12052022093220.PDF","acc404110","2022-05-04","2022-05-09","2022-05-12","harare"
"TD22051815","2022-05-16"," FUSE LUCY POLE UNIT 400A 440V TYPE MCP STF 2793773","2022-05-18","10:00","10230130","adverts/Xerox Scan_18052022161259.PDF","acc404085","2022-05-16","2022-05-18","2022-05-18","harare"
"TD2205182","2022-05-16","  FUSE LUCY POLE 400A 440V TYPE MCPSTF 2793773 BORROWDALE DEPOT 2022-289474 GAINSVILLE RD & GLEN HELEN","2022-05-18","10:00","10230130","adverts/Xerox Scan_18052022150826.PDF","acc404085","2022-05-16","2022-05-18","2022-05-18","harare"
"TD22051846","2022-05-16"," FUSE LUCY POLE UNIT 400A 440V TYPE MCP  STF 2793754 BORROWDALE","2022-05-18","10:00","10230132","adverts/Xerox Scan_18052022160913.PDF","acc404085","2022-05-16","2022-05-18","2022-05-18","harare"
"TD22051862","2022-05-16"," XEROX TONER CARTRIDGE FOR PROCUREMENT SECTION","2022-05-18","10:00","10227454","adverts/Xerox Scan_18052022171417.PDF","acc473000","2022-05-16","2022-05-18","2022-05-18","harare"
"TD22051915","2022-05-11","TRENCH AND RECOVER 200M 11KV CABLE FROM CB59 WILLOWVALE","2022-05-13","10:00","10226314","adverts/Xerox Scan_18052022174003.PDF","acc404088","2022-05-19","2022-05-13","2022-05-19","harare"
"TD2205192","2022-05-11"," CABLE TRENCHING  CB29 SENIORS  BTWN S/S 1455 & S/S 970 ","2022-05-13","10:00","10230021","adverts/Xerox Scan_18052022173338.PDF","acc404088","2022-05-19","2022-05-13","2022-05-19","harare"
"TD22051934","2022-05-11"," CABLE TRENCHING  CB139 AIRPORT BETWEEN SUBSTATION 6443 & 2382  ","2022-05-18","10:00","10230111","adverts/Xerox Scan_18052022174603.PDF","acc404088","2022-05-19","2022-05-19","2022-05-19","harare"
"TD22051947","2022-05-17"," JOINTING KITS 120-185MM2  3C 11KV  PILC &XLPE URGENTLY REQUIRED FOR CB 79 KPJE, CB29 MARKET SQOURE AND CB 139 AIRPORT REF STF 2799697 CBD","2022-05-19","10:00","10230582","adverts/Xerox Scan_19052022122454.PDF","acc404085","2022-05-17","2022-05-19","2022-05-19","harare"
"TD22051962","2022-03-10"," CABLE TRENCHING MBUYA NEHANDA -EMPLOYMENT COUNCIL  (CBD DEPOT)","2022-03-11","10:00","10226880","adverts/Xerox Scan_18052022174910.PDF","acc404088","2022-05-19","2022-03-11","2022-05-19","harare"
"TD22051972","2022-05-11"," RECOVERY OF 500M  REDUNDANT CABLE -CRANEBORNE CONTROL FROM CB109 TO S/S 442","2022-05-13","10:00","10229745","adverts/Xerox Scan_19052022142033.PDF","acc404088","2022-05-19","2022-05-13","2022-05-19","harare"
"TD22052013","2022-05-16"," LUG CRIMPING 185MM X 12MM","2022-05-18","10:00","10230408","adverts/Xerox Scan_18052022192746.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
