"document_id","rfq_date","scope_of_work","closing_date","closing_time","rfq_no","advert","pr_number","pr_date","tender_opened","tac_date","region"
"TD22052014","2022-05-06"," Fix and supply of curtains for function room 3 windows at Wynne Street","2022-05-11","10:00","10229735","adverts/Xerox Scan_19052022155451.PDF","acc404110","2022-05-06","2022-05-11","2022-05-20","harare"
"TD22052015","2022-05-16"," FERRULE SHEAR BOLTS 50-240MM2 REQUIRED FOR STOCK REPLENISHMENT","2022-05-18","10:00","10230245","adverts/Xerox Scan_18052022191125.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052018","2022-05-10"," NISSAN NP300 YD25 TIE ROD","2022-05-13","10:00","10226926","adverts/Xerox Scan_18052022201759.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052022","2022-05-10"," NISSAN UD70 & UD90 CHASSIS FILTERS","2022-05-13","10:00","10226921","adverts/Xerox Scan_18052022185927.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052024","2022-05-16"," JOINTING KITS 120-185MM2 11KV 3C PILC","2022-05-18","10:00","10230244","adverts/Xerox Scan_18052022190645.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052025","2022-05-16"," SURGICAL MASKS FOR HARARE REGION ","2022-05-18","10:00","10228702","adverts/Xerox Scan_18052022202515.PDF","acc473650","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052029","2022-05-12"," REPAIR LEAKING ROOF AT KAMBUZUMA 132 KV SUBSTATION","2022-05-18","10:00","10227568","adverts/Xerox Scan_19052022154541.PDF","acc404088","2022-05-12","2022-05-18","2022-05-20","harare"
"TD22052030","2022-05-11"," BRANDED SHIRTS FOR IMS","2022-05-16","10:00","10221542","adverts/Xerox Scan_19052022154955.PDF","acc473650","2022-05-11","2022-05-16","2022-05-20","harare"
"TD22052036","2022-05-16"," CRIMPING SLEEVES 95MM2 FOR STOCK ","2022-05-18","10:00","10230410","adverts/Xerox Scan_18052022193108.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052037","2022-05-16","SLEEVE CRIMPING 185MM2 FOR STOCK ","2022-05-18","10:00","10229677","adverts/Xerox Scan_18052022190244.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052050","2022-05-16","SLEEVE CRIMPING 185MM2 FOR STOCK ","2022-05-18","10:00","10230411","adverts/Xerox Scan_18052022200505.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052055","2022-05-10"," NISSAN NP300 YD25 IDLER ARM BUSHES ","2022-05-13","10:00","10226924","adverts/Xerox Scan_18052022201954.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052063","2022-05-10"," NISSAN NP300 yd25 oil cooler","2022-05-13","10:00","10226923","adverts/Xerox Scan_18052022190101.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052064","2022-05-10"," NISSAN NP300 YD25 INJECTORS ","2022-05-13","10:00","10226925","adverts/Xerox Scan_18052022185604.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD2205207","2022-05-10"," TYRES FOR STOCK REPLENISHMENT 215 R 15 ","2022-05-13","10:00","10222922","adverts/Xerox Scan_18052022201605.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052070","2022-05-16"," LUG CRIMPING 185MM X 16MM","2022-05-18","10:00","10230409","adverts/Xerox Scan_18052022191901.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052071","2022-05-10"," NISSAN NP300 TIE ROD END & UPPER CONTROL ARM ","2022-05-13","10:00","10225012","adverts/Xerox Scan_18052022200918.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052074","2022-05-10"," TYRES FOR STOCK REPLENISHMENT  245/70R16","2022-05-13","10:00","10222924","adverts/Xerox Scan_18052022201124.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052077","2022-05-11"," LARGE NAVY BLUE COWBOY HATS WITH ZETDC LOGO","2022-05-16","10:00","10228110","adverts/Xerox Scan_19052022155830.PDF","acc473650","2022-05-11","2022-05-16","2022-05-20","harare"
"TD2205208","2022-05-16"," SLEEVES 150MM2 REQUIRED FOR STOCK REPLENISHMENT","2022-05-18","10:00","10230413","adverts/Xerox Scan_18052022192458.PDF","acc404088","2022-05-16","2022-05-18","2022-05-20","harare"
"TD22052080","2022-05-16"," DUST SUCTION/ CLEANING AT COVENTRY STORES","2022-05-19","10:00","10229193","adverts/Xerox Scan_19052022154849.PDF","acc475200","2022-05-16","2022-05-19","2022-05-20","harare"
"TD22052086","2022-05-10"," NISSAN NP300 SUCTION CONTROL VALVE","2022-05-13","10:00","10226921","adverts/Xerox Scan_18052022202207.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052088","2022-05-10"," OIL GEARBOX 80W90","2022-05-13","10:00","10226928","adverts/Xerox Scan_18052022202341.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD2205209","2022-05-10"," TYRES FOR FOR NISSAN UD 70 AND UD90","2022-05-13","10:00","10222750","adverts/Xerox Scan_18052022201348.PDF","acc466607","2022-05-10","2022-05-13","2022-05-20","harare"
"TD22052115","2022-05-18"," J-KITS 120-185MM2 11KV XLPE FOR STOCK REPLENISHMENT ","2022-05-20","10:00","10230553","adverts/Xerox Scan_21052022113500.PDF","acc404088","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052118","2022-05-18"," CLAMP G TYPE 100MM2 AND INSUL DISC PORCELAIN 245MM DIA 44KN REQUIRED FOR W/PARK DEPOT REF STF 2794559","2022-05-20","10:00","10230220","adverts/Xerox Scan_21052022105535.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052125","2022-05-18"," INSULATORS FOR EYECOURT 11KV LINE CONSTRUCTION REF STF 2754236 W/FALLS","2022-05-20","10:00","10230430","adverts/Xerox Scan_21052022132139.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD2205213","2022-05-18"," WIRE GALV STAY 45 TON 7/12 STRAIN REQUIRED FOR W/PARK DEPOT REF STF 2764892","2022-05-20","10:00","10229651","adverts/1653128269Xerox Scan_21052022093127.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052130","2022-05-18"," WIRE GALV STAY 45 TON 7/12 STRAIN REQUIRED FOR W/PARK DEPOT REF STF 2764892","2022-05-20","10:00","10229651","adverts/Xerox Scan_21052022093127.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052141","2022-05-18","  STRAP SHACKLE MV C/W 16 MM BOLTS REQUIRED FOR STOCK REPLENISHMENT","2022-05-20","10:00","10229778","adverts/Xerox Scan_21052022110143.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052142","2022-05-18"," DISC INSULATORS FOR EYECOURT 11KV LINE CONSTRUCTION REF STF 2754236 W/FALLS","2022-05-20","10:00","10229975","adverts/Xerox Scan_21052022125248.PDF","acc404086","2022-05-18","2022-05-20","2022-05-20","harare"
"TD22052144","2022-05-18"," STAY WIRE FOR EYECOURT 11KV LINE CONSTRUCTION REF STF 2754236 W/FALLS","2022-05-20","10:00","10229981","adverts/Xerox Scan_21052022131418.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052156","2022-05-18"," PIN INSUL 11KV GALV L/SHANK SMALL REQUIRED FOR STOCK REPLENISHMENT","2022-05-20","10:00","10229780","adverts/1653138020Xerox Scan_21052022100745.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052161","2022-05-18","LINE MATERIALS FOR EYECOURT 11KV LINE CONSTRUCTION REF STF 2754236 W/FALLS","2022-05-20","10:00","10229977","adverts/Xerox Scan_21052022130443.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052169","2022-05-18"," CLAMP G TYPE 100MM2 AND INSUL DISC PORCELAIN 245MM DIA 44KN REQUIRED FOR W/PARK DEPOT REF STF 2794559","2022-05-20","10:00","10230220","adverts/Xerox Scan_21052022105335.PDF","acc404086","2022-05-18","2022-05-20","2022-05-21","harare"
"TD22052171","2022-05-18"," PIN INSUL 11KV GALV L/SHANK SMALL REQUIRED FOR STOCK REPLENISHMENT","2022-05-18","10:00","10229780","adverts/Xerox Scan_21052022100745.PDF","acc404050","2022-05-18","2022-05-20","2022-05-21","harare"
"TD2205231","2022-05-04"," BATTERY TERMINALS FOR STOCK","2022-05-06","10:00","10227312","adverts/Xerox Scan_21052022124047.PDF","acc466607","2022-05-04","2022-05-06","2022-05-23","harare"
"TD22052326","2022-05-12"," RING MAIN UNIT  IIKV 2WAY FOR  B/DALE DEPOT REF : 130000248705 STF 2747115 ","2022-05-19","10:00","10225613","adverts/Xerox Scan_21052022123030.PDF","acc404088","2022-05-12","2022-05-19","2022-05-23","harare"
"TD22052329","2022-05-18"," WIRE GALV STAY 45 TON 7/12 STRAIN REQUIRED FOR W/PARK DEPOT REF STF 2764892","2022-05-20","10:00","10229651","adverts/1653282631Xerox Scan_21052022093127.PDF","acc404086","2022-05-18","2022-05-20","2022-05-23","harare"
"TD22052339","2022-05-10"," NISSAN UD70 & UD90 CHASSIS FILTERS","2022-05-13","10:00","10226922","adverts/1653296370Xerox Scan_18052022185927.PDF","acc466607","2022-05-10","2022-05-13","2022-05-23","harare"
"TD22052355","2022-05-12"," CISCO 48 PORT SWITCH FOR new Waterfalls Depot Equipment","2022-05-17","10:00","10228208","adverts/Xerox Scan_21052022124622.PDF","acc47570","2022-05-12","2022-05-17","2022-05-23","harare"
"TD22052357","2022-05-10","NISSAN NP300 SUCTION CONTROL VALVE FOR STOCK","2022-05-13","10:00","10226921","adverts/1653309766Xerox Scan_18052022202207.PDF","acc466607","2022-05-10","2022-05-13","2022-05-23","harare"
"TD22052364","2022-05-10"," ALL IN ONE INTERACTIVE LED SCREEN ","2022-05-13","10:00","10229670","adverts/Xerox Scan_21052022123549.PDF","acc475300","2022-05-10","2022-05-13","2022-05-23","harare"
"TD22052370","2022-05-17"," STAY WASHER 16MM FOR EYECOURT 11KV LINE CONSTRUCTION REF STF 2754236 W/FALLS","2022-05-20","10:00","10229979","adverts/1653307493Xerox Scan_21052022130941.PDF","acc404086","2022-05-17","2022-05-20","2022-05-23","harare"
"TD22052375","2022-05-16"," SURGICAL MASKS FOR HARARE REGION ","2022-05-18","10:00","10228702","adverts/Xerox Scan_21052022124406.PDF","acc473650","2022-05-16","2022-05-18","2022-05-23",
"TD22052385","2022-05-18"," PIN INSUL 11KV GALV L/SHANK SMALL REQUIRED FOR STOCK REPLENISHMENT","2022-05-20","10:00","10229780","adverts/1653283910Xerox Scan_21052022100745.PDF","acc404086","2022-05-18","2022-05-20","2022-05-23","harare"
"TD22052389","2022-05-10"," NISSAN NP300 YD25 OIL COOLER","2022-05-13","10:00","10226923","adverts/1653311675Xerox Scan_18052022190101.PDF","acc466607","2022-05-10","2022-05-13","2022-05-23","harare"
"TD22052396","2022-05-16"," SURGICAL MASKS FOR HARARE REGION ","2022-05-18","10:00","10228702","adverts/1653303839Xerox Scan_21052022124406.PDF","acc473650","2022-05-16","2022-05-18","2022-05-23","harare"
"TD22052398","2022-05-12"," RING MAIN UNIT  IIKV 2WAY FOR tomlinson depot stf 2747115 B/dale","2022-05-19","10:00","10226411","adverts/Xerox Scan_21052022114317.PDF","acc404088","2022-05-12","2022-05-19","2022-05-23","harare"
"TD22053162","2022-05-11"," TRENCH AND RECOVER 100M MV CABLE","2022-05-13","10:00","10230059","adverts/Xerox Scan_31052022114253.PDF","acc404088","2022-05-31","2022-05-13","2022-05-31","harare"
"TD22053195","2022-05-11"," TRENCH AND RECOVER 200M 11KV CABLE FROM CB 59 WILLOWVALE- SOUTHERTON DEPOT","2022-05-13","10:00","10226314","adverts/Xerox Scan_31052022114712.PDF","acc404088","2022-05-31","2022-05-13","2022-05-31","harare"
"TD22060110","2022-05-26"," HP LASER JET ENTERPRISE MFP m528 dn FOR CHITUNGWIZA DISTRICT","2022-05-31","10:00","10230578","adverts/Xerox Scan_31052022152659.PDF","acc473000","2022-05-26","2022-05-31","2022-06-01","harare"
"TD22060112","2022-05-30"," PLATFORM FOR 2 POLE TRANSFORMER  AND XARM STRAIN 100 X 50X 3200 CHANNEL FOR BORROWDALE DEPOT","2022-06-01","10:00","10230935","adverts/1654090735Xerox Scan_01062022145808.PDF","acc404085","2022-05-30","2022-06-01","2022-06-01","harare"
"TD22060138","2022-05-30"," PLATFORM FOR 2 POLE TRANSFORMER","2022-06-01","10:00","10230935","adverts/Xerox Scan_01062022145808.PDF","acc404085","2022-05-30","2022-06-01","2022-06-01","harare"
"TD22060141","2022-05-20"," SUPPLY AND INSTALLATION OF 12 000 BTU'S  & 48 BTU'S 000 AIRCONDITIONERS I.T OFFICES AND THE SEVER ROOM","2022-05-24","10:00","10229131","adverts/Xerox Scan_31052022152853.PDF","acc404110","2022-05-20","2022-05-24","2022-06-01","harare"
"TD22060152","2022-05-30"," INSUL.DISC PORCELAIN 254MM DIA 44KN, EYEBOLT M16 X 180 AND LUG CRIMPING 185MM2 X 20MM","2022-06-01","10:00","10230931","adverts/Xerox Scan_01062022142935.PDF","acc404085","2022-05-30","2022-06-01","2022-06-01","harare"
"TD22060162","2022-05-11"," CABLE TRENCHING  SUBSTATION 970 TOTAL SERVICE STATION  - CBD DEPOT","2022-06-13","10:00","10230011","adverts/Xerox Scan_01062022075425.PDF","acc404088","2022-06-01","2022-06-13","2022-06-01","harare"
"TD2206018","2022-05-30"," BOLTS AND NUTS GALV M16 X 100, M16 X 160 AND M16 X 300 FOR BORROWDALE DEPOT","2022-06-01","10:00","10230932","adverts/Xerox Scan_01062022143429.PDF","acc404085","2022-05-30","2022-06-01","2022-06-01","harare"
"TD22060217","2022-05-20"," XARM STRAIN 100 X 50MM  BOXED 3200MM LON, XARM,CHANNEL STRAIN 11 KV 2600MM WD H PO AND XARM BOXED EARTHWIRE 33 KV 1730 X100","2022-05-24","10:00","10230672","adverts/Xerox Scan_31052022153418.PDF","acc404085","2022-05-20","2022-05-24","2022-06-02","harare"
"TD22060237","2022-05-30"," BOLTS AND NUTS GALV M16 X 100, M16 X 160 AND M16 X 300 FOR BORROWDALE DEPOT","2022-06-01","10:00","10230932","adverts/1654151934Xerox Scan_01062022143429.PDF","acc404085","2022-05-30","2022-06-01","2022-06-02","harare"
"TD22060240","2022-05-06"," SUPPLY AND FIT FUNCTION ROOM 3 CURTAINS","2022-05-11","10:00","10229735","adverts/Xerox Scan_31052022153239.PDF","acc404110","2022-05-06","2022-05-11","2022-06-02","harare"
"TD22060299","2022-05-20"," SERCIVING OF BANKING HALLV AND DM EAST AIRCONS ","2022-05-24","10:00","10217208","adverts/Xerox Scan_02062022104256.PDF","acc404110","2022-05-20","2022-05-24","2022-06-02","harare"
"TD22060314","2022-06-01"," TRENCH AND RECOVER 100M OF 11KV REDUNDANT CABLE AT MOUNT PLEASANT HEIGHTS CB 39 POMONA","2022-06-03","10:00","10230961","adverts/Xerox Scan_03062022141042.PDF","acc404088","2022-06-03","2022-06-03","2022-06-03","harare"
"TD22060324","2022-05-26"," CABLE TRENCHING  CB 39 MBARE  BETWEEN S/S 694 & 1159","2022-05-30","10:00","10226317","adverts/Xerox Scan_03062022151437.PDF","acc404088","2022-06-03","2022-05-30","2022-06-03","harare"
"TD22060333","2022-05-26"," CABLE TRENCHING CB59 WILLOWVALE BETWEEN  OHL & S/S 3635","2022-05-30","10:00","10226320","adverts/Xerox Scan_03062022151707.PDF","acc404070","2022-06-03","2022-05-30","2022-06-03","harare"
"TD22060337","2022-06-01"," TRENCHING TO RECOVER REDUNDANT 11 KV CABLE ON CB 39 POMONA AT POTRAZ -250M","2022-06-03","10:00","10230963","adverts/Xerox Scan_03062022140745.PDF","acc404088","2022-06-01","2022-06-03","2022-06-03","harare"
"TD2206034","2022-05-20"," LINE MATERIAL REQUIRED FOR N/WORK DEVELOPMENT REF STF 2795397","2022-06-24","10:00","10230670","adverts/Xerox Scan_03062022144549.PDF","acc404086","2022-05-20","2022-05-24","2022-06-03","harare"
"TD22060343","2022-05-20"," WASHER ROUND TAPER GALV 16 MM 5/8 BUCKLES 5/8 16 MM AND BANDIT STRAPPING 16 M H/G REQUIRED FOR N/WORK DEVELOPMENT REF STF 2795397","2022-06-24","10:00","10230677","adverts/Xerox Scan_03062022143703.PDF","acc404086","2022-05-20","2022-05-24","2022-06-03","harare"
"TD22060344","2022-05-26"," CABLE TRENCHING CB39 MBARE BTWEEN S/STN 694 & 1159","2022-05-30","10:00","10226316","adverts/1654264627Xerox Scan_03062022150933.PDF","acc404088","2022-06-03","2022-05-30","2022-06-03","harare"
"TD22060358","2022-05-26"," CABLE TRENCHING CB69 WILLOWVALE","2022-05-30","10:00","10226321","adverts/Xerox Scan_03062022151204.PDF","acc404088","2022-06-03","2022-05-30","2022-06-03","harare"
"TD2206036","2022-05-30"," TRAINING OF WORKERS COMMITTE FOR 50 PEOPLE FOR 4 DAYS","2022-06-02","10:00","10231040","adverts/Xerox Scan_03062022143351.PDF","acc473660","2022-05-30","2022-06-02","2022-06-03","harare"
"TD22060365","2022-05-30"," LINK STICKS 8 SECT EPOXYRESIN TRIANG XSEC REF STF 2767644   RUWA ASSET NUMBER 1900007663","2022-06-02","10:00","10228002","adverts/Xerox Scan_03062022142745.PDF","acc404087","2022-05-30","2022-06-02","2022-06-02","harare"
"TD22060378","2022-05-26"," CABLE TRENCHING CB39 MBARE  3RD LEG 11KV","2022-05-30","10:00","10228201","adverts/Xerox Scan_03062022150429.PDF","acc404088","2022-06-03","2022-05-30","2022-06-03","harare"
"TD22060387","2022-05-26"," CABLE TRENCHING CB39 MBARE BTWEEN S/STN 694 & 1159","2022-05-30","10:00","10226316","adverts/Xerox Scan_03062022150933.PDF","acc404088","2022-06-03","2022-05-30","2022-06-03","harare"
"TD22060715","2022-05-20"," WIRE GALV STAY 7/10 AND STAY 45 TON 7/14 STRAIN REQUIRED FOR N/WORK DEVELOPMENT REF STF 2795397","2022-05-24","10:00","10230671","adverts/Xerox Scan_06062022161036.PDF","acc404086","2022-05-20","2022-05-24","2022-06-07","harare"
"TD22060815","2022-05-20"," STRAP TWISTED SHACKLE 16 MM BOLTS AND CLAMP STRN . S/G TYPE REQUIRED FOR N/WORK DEVELOPMENT REF STF 2795397","2022-05-24","10:00","10230673","adverts/Xerox Scan_06062022161758.PDF","acc404086","2022-05-20","2022-05-24","2022-06-08","harare"
"TD22060850","2022-05-30"," HP 55A AND HP 05A FOR STOCK REPLENISHENT","2022-06-02","10:00","10223016","adverts/Xerox Scan_06062022162010.PDF","acc473000","2022-05-30","2022-06-02","2022-06-08","harare"
"TD22060866","2022-05-18"," CLAMP G TYPE 100MM2 AND INSUL DISC PORCELAIN 245MM DIA 44KN REQUIRED FOR W/PARK DEPOT REF STF 2794559","2022-05-20","10:00","10230220","adverts/Xerox Scan_06062022162612.PDF","acc404085","2022-05-18","2022-05-20","2022-06-08","harare"
"TD2206147","2022-06-01"," VOIP IP HANDSETS & HANDSFREE SPEAKER TELEPHONE ANALOGUE FOR CALL CENTER","2022-06-06","10:00","10225691","adverts/1655189501Xerox Scan_09062022103158.PDF","acc473360","2022-06-01","2022-06-06","2022-06-14","harare"
"TD22061482","2022-05-30"," HPCE TONNER CARTRIDGE410A -413A FOR OPS & MAINTAINANCE","2022-06-01","10:00","10229175","adverts/Xerox Scan_09062022103814.PDF","acc473000","2022-05-30","2022-06-01","2022-06-14","harare"
"TD22061519","2022-05-26"," STATISTICS  BOARDS   FOR 11 DISTRICTS  INSTALLATION OF NEW PRINTED SHEETS PLUS VINYL  OF EXISTING  METAL BOARDS","2022-06-02","10:00","10228587","adverts/Xerox Scan_10062022150545.PDF","acc404110","2022-05-26","2022-06-02","2022-06-15","harare"
"TD22061522","2022-06-08"," BOARD MV 6-WAY F0R WATERFALLS DEPOT REF STF 2817418 ASSET NUMBER 130000260464","2022-06-14","10:00","10231385","adverts/1655298262Xerox Scan_15062022114017.PDF","acc404087","2022-06-08","2022-06-14","2022-06-15","harare"
"TD22061571","2022-06-01","VOIP IP HANDSETS AND HANDS FREE SPEAKER TELEPHONE ANALOGUE FOR EAST DISTRICT FOR EAST DISTRICT","2022-06-06","10:00","10225691","adverts/1655275606Xerox Scan_09062022103158.PDF","acc404080","2022-06-01","2022-06-06","2022-06-15","harare"
"TD22061594","2022-06-08"," BOARD MV 6-WAY F0R COVENTRY STORES","2022-06-14","10:00","10231385","adverts/Xerox Scan_15062022114017.PDF","acc404087","2022-06-08","2022-06-14","2022-06-15","harare"
"TD22061715","2022-06-14"," MCB S/P AC 60AMP  FOR STOCK REPLENISHMENT -STORES","2022-06-17","10:00","10231026","adverts/Xerox Scan_17062022135258.PDF","acc404087","2022-06-14","2022-06-17","2022-06-17","harare"
"TD22061765","2022-06-14"," IRON D-3.5SHACKLE TYPE INSUL. DWG FOR REQUIRED FOR NEW CONNECTIONS -STORES","2022-06-17","10:00","10231186","adverts/Xerox Scan_17062022124516.PDF","acc404050","2022-06-14","2022-06-17","2022-06-17","harare"
"TD22062035","2022-06-09"," FIX AND SUPPLY PRECAST EXTENSION AT RUWA CONTROL","2022-06-16","10:00","10231021","adverts/1655735960Xerox Scan_20062022103505.PDF","acc404088","2022-06-09","2022-06-14","2022-06-20","harare"
"TD22062037","2022-06-09"," SURGICAL MASKS  3 PLY","2022-06-14","10:00","10231435","adverts/1655731330Xerox Scan_20062022102536.PDF","acc473650","2022-06-09","2022-06-14","2022-06-20","harare"
"TD22062077","2022-06-09"," FIX AND SUPPLY CURTAINS FOR DRONR ROOM","2022-06-16","10:00","10230018","adverts/Xerox Scan_20062022164439.PDF","acc404110","2022-06-09","2022-06-16","2022-06-20","harare"
"TD22062095","2022-06-09"," FIX AND SUPPLY PRECAST EXTENSION AT RUWA CONTROL","2022-06-16","10:00","10231021","adverts/Xerox Scan_20062022164455.PDF","acc404088","2022-06-09","2022-06-16","2022-06-20","harare"
